"BaseYM"	"P_Ver"	"DataCode"	"PmenCode"	"PredYM"	"PolYM"	"Gender"	"PolAge"	"mAge"	"m_99_flg"	"PCode"	"Keiyakujyotai"
"202009"	"1"	"1"	"0"	"202009"	"201004"	"1"	"12"	"5069"	"0"	"0"	"1"
